redis    | 2025-10-29 18:43:28.137 | 1:C 29 Oct 2025 12:58:28.132 # oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo
rabbitmq | 2025-10-29 18:43:32.082 | 2025-10-29 12:58:32.082710+00:00 [info] <0.254.0> Running boot step rabbit_mgmt_db_handler defined by app rabbitmq_management_agent
rabbitmq | 2025-10-29 18:43:32.082 | 2025-10-29 12:58:32.082733+00:00 [info] <0.254.0> Management plugin: using rates mode 'basic'
rabbitmq | 2025-10-29 18:43:32.082 | 2025-10-29 12:58:32.082866+00:00 [info] <0.254.0> Running boot step recovery defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.093 | 2025-10-29 12:58:32.093094+00:00 [info] <0.254.0> Running boot step empty_db_check defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.093 | 2025-10-29 12:58:32.093190+00:00 [info] <0.254.0> Will seed default virtual host and user...
rabbitmq | 2025-10-29 18:43:32.093 | 2025-10-29 12:58:32.093283+00:00 [info] <0.254.0> Adding vhost '/' (description: 'Default virtual host', tags: [])
rabbitmq | 2025-10-29 18:43:32.105 | 2025-10-29 12:58:32.104779+00:00 [info] <0.649.0> Making sure data directory '/var/lib/rabbitmq/mnesia/rabbit@3d0ed7a33ce6/msg_stores/vhosts/628WB79CIFDYO9LJI6DKMI09L' for vhost '/' exists
rabbitmq | 2025-10-29 18:43:32.105 | 2025-10-29 12:58:32.105655+00:00 [info] <0.649.0> Setting segment_entry_count for vhost '/' with 0 queues to '2048'
rabbitmq | 2025-10-29 18:43:32.113 | 2025-10-29 12:58:32.113521+00:00 [info] <0.649.0> Starting message stores for vhost '/'
rabbitmq | 2025-10-29 18:43:32.114 | 2025-10-29 12:58:32.113854+00:00 [info] <0.658.0> Message store "628WB79CIFDYO9LJI6DKMI09L/msg_store_transient": using rabbit_msg_store_ets_index to provide index
rabbitmq | 2025-10-29 18:43:32.115 | 2025-10-29 12:58:32.115113+00:00 [info] <0.649.0> Started message store of type transient for vhost '/'
rabbitmq | 2025-10-29 18:43:32.115 | 2025-10-29 12:58:32.115273+00:00 [info] <0.662.0> Message store "628WB79CIFDYO9LJI6DKMI09L/msg_store_persistent": using rabbit_msg_store_ets_index to provide index
rabbitmq | 2025-10-29 18:43:32.115 | 2025-10-29 12:58:32.115806+00:00 [warning] <0.662.0> Message store "628WB79CIFDYO9LJI6DKMI09L/msg_store_persistent": rebuilding indices from scratch
rabbitmq | 2025-10-29 18:43:32.116 | 2025-10-29 12:58:32.116586+00:00 [info] <0.649.0> Started message store of type persistent for vhost '/'
rabbitmq | 2025-10-29 18:43:32.116 | 2025-10-29 12:58:32.116713+00:00 [info] <0.649.0> Recovering 0 queues of type rabbit_classic_queue took 10ms
rabbitmq | 2025-10-29 18:43:32.116 | 2025-10-29 12:58:32.116746+00:00 [info] <0.649.0> Recovering 0 queues of type rabbit_quorum_queue took 0ms
rabbitmq | 2025-10-29 18:43:32.116 | 2025-10-29 12:58:32.116764+00:00 [info] <0.649.0> Recovering 0 queues of type rabbit_stream_queue took 0ms
rabbitmq | 2025-10-29 18:43:32.119 | 2025-10-29 12:58:32.119064+00:00 [info] <0.254.0> Created user 'manu_admin'
rabbitmq | 2025-10-29 18:43:32.120 | 2025-10-29 12:58:32.120183+00:00 [info] <0.254.0> Successfully set user tags for user 'manu_admin' to [administrator]
rabbitmq | 2025-10-29 18:43:32.121 | 2025-10-29 12:58:32.121296+00:00 [info] <0.254.0> Successfully set permissions for user 'manu_admin' in virtual host '/' to '.*', '.*', '.*'
rabbitmq | 2025-10-29 18:43:32.121 | 2025-10-29 12:58:32.121344+00:00 [info] <0.254.0> Running boot step rabbit_observer_cli defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.121 | 2025-10-29 12:58:32.121440+00:00 [info] <0.254.0> Running boot step rabbit_looking_glass defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.121 | 2025-10-29 12:58:32.121527+00:00 [info] <0.254.0> Running boot step rabbit_core_metrics_gc defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.121 | 2025-10-29 12:58:32.121622+00:00 [info] <0.254.0> Running boot step background_gc defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.121 | 2025-10-29 12:58:32.121691+00:00 [info] <0.254.0> Running boot step routing_ready defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.121 | 2025-10-29 12:58:32.121708+00:00 [info] <0.254.0> Running boot step pre_flight defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.122 | 2025-10-29 12:58:32.121738+00:00 [info] <0.254.0> Running boot step notify_cluster defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.122 | 2025-10-29 12:58:32.121761+00:00 [info] <0.254.0> Running boot step networking defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.122 | 2025-10-29 12:58:32.121779+00:00 [info] <0.254.0> Running boot step rabbit_quorum_queue_periodic_membership_reconciliation defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.122 | 2025-10-29 12:58:32.121893+00:00 [info] <0.254.0> Running boot step definition_import_worker_pool defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.122 | 2025-10-29 12:58:32.121936+00:00 [info] <0.315.0> Starting worker pool 'definition_import_pool' with 8 processes in it
rabbitmq | 2025-10-29 18:43:32.122 | 2025-10-29 12:58:32.122378+00:00 [info] <0.254.0> Running boot step cluster_name defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.122 | 2025-10-29 12:58:32.122497+00:00 [info] <0.254.0> Initialising internal cluster ID to 'rabbitmq-cluster-id-RYypD_e-H0LhLUBFz70qmA'
rabbitmq | 2025-10-29 18:43:32.124 | 2025-10-29 12:58:32.124071+00:00 [info] <0.254.0> Running boot step virtual_host_reconciliation defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.124 | 2025-10-29 12:58:32.124255+00:00 [info] <0.254.0> Running boot step direct_client defined by app rabbit
rabbitmq | 2025-10-29 18:43:32.124 | 2025-10-29 12:58:32.124348+00:00 [info] <0.254.0> Running boot step rabbit_federation_exchange defined by app rabbitmq_federation
rabbitmq | 2025-10-29 18:43:32.124 | 2025-10-29 12:58:32.124490+00:00 [info] <0.254.0> Running boot step rabbit_management_load_definitions defined by app rabbitmq_management
rabbitmq | 2025-10-29 18:43:32.124 | 2025-10-29 12:58:32.124615+00:00 [info] <0.703.0> Resetting node maintenance status
rabbitmq | 2025-10-29 18:43:32.256 | 2025-10-29 12:58:32.255629+00:00 [warning] <0.732.0> Deprecated features: `management_metrics_collection`: Feature `management_metrics_collection` is deprecated.
rabbitmq | 2025-10-29 18:43:32.256 | 2025-10-29 12:58:32.255629+00:00 [warning] <0.732.0> By default, this feature can still be used for now.
rabbitmq | 2025-10-29 18:43:32.256 | 2025-10-29 12:58:32.255629+00:00 [warning] <0.732.0> Its use will not be permitted by default in a future minor RabbitMQ version and the feature will be removed from a future major RabbitMQ version; actual versions to be determined.
rabbitmq | 2025-10-29 18:43:32.256 | 2025-10-29 12:58:32.255629+00:00 [warning] <0.732.0> To continue using this feature when it is not permitted by default, set the following parameter in your configuration:
rabbitmq | 2025-10-29 18:43:32.256 | 2025-10-29 12:58:32.255629+00:00 [warning] <0.732.0>     "deprecated_features.permit.management_metrics_collection = true"
rabbitmq | 2025-10-29 18:43:32.256 | 2025-10-29 12:58:32.255629+00:00 [warning] <0.732.0> To test RabbitMQ as if the feature was removed, set this in your configuration:
rabbitmq | 2025-10-29 18:43:32.256 | 2025-10-29 12:58:32.255629+00:00 [warning] <0.732.0>     "deprecated_features.permit.management_metrics_collection = false"
rabbitmq | 2025-10-29 18:43:34.397 | 2025-10-29 12:58:34.397617+00:00 [info] <0.769.0> Management plugin: HTTP (non-TLS) listener started on port 15672
rabbitmq | 2025-10-29 18:43:34.398 | 2025-10-29 12:58:34.397777+00:00 [info] <0.799.0> Statistics database started.
rabbitmq | 2025-10-29 18:43:34.398 | 2025-10-29 12:58:34.397865+00:00 [info] <0.798.0> Starting worker pool 'management_worker_pool' with 3 processes in it
rabbitmq | 2025-10-29 18:43:34.407 | 2025-10-29 12:58:34.407109+00:00 [info] <0.821.0> Prometheus metrics: HTTP (non-TLS) listener started on port 15692
rabbitmq | 2025-10-29 18:43:34.407 | 2025-10-29 12:58:34.407249+00:00 [info] <0.703.0> Ready to start client connection listeners
rabbitmq | 2025-10-29 18:43:34.408 | 2025-10-29 12:58:34.408677+00:00 [info] <0.865.0> started TCP listener on [::]:5672
rabbitmq | 2025-10-29 18:43:34.469 |  completed with 6 plugins.
rabbitmq | 2025-10-29 18:43:34.469 | 2025-10-29 12:58:34.469172+00:00 [info] <0.703.0> Server startup complete; 6 plugins started.
rabbitmq | 2025-10-29 18:43:34.469 | 2025-10-29 12:58:34.469172+00:00 [info] <0.703.0>  * rabbitmq_prometheus
rabbitmq | 2025-10-29 18:43:34.469 | 2025-10-29 12:58:34.469172+00:00 [info] <0.703.0>  * rabbitmq_federation
rabbitmq | 2025-10-29 18:43:34.469 | 2025-10-29 12:58:34.469172+00:00 [info] <0.703.0>  * rabbitmq_delayed_message_exchange
rabbitmq | 2025-10-29 18:43:34.469 | 2025-10-29 12:58:34.469172+00:00 [info] <0.703.0>  * rabbitmq_management
rabbitmq | 2025-10-29 18:43:34.469 | 2025-10-29 12:58:34.469172+00:00 [info] <0.703.0>  * rabbitmq_management_agent
rabbitmq | 2025-10-29 18:43:34.469 | 2025-10-29 12:58:34.469172+00:00 [info] <0.703.0>  * rabbitmq_web_dispatch
rabbitmq | 2025-10-29 18:43:34.545 | 2025-10-29 12:58:34.544673+00:00 [info] <0.9.0> Time to start RabbitMQ: 5871 ms
