redis            | 2025-10-29 16:43:34.772 | 1:C 29 Oct 2025 10:58:34.771 # oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo
rabbitmq         | 2025-10-29 16:43:38.824 | 2025-10-29 10:58:38.824817+00:00 [info] <0.254.0> Running boot step rabbit_mgmt_db_handler defined by app rabbitmq_management_agent
rabbitmq         | 2025-10-29 16:43:38.824 | 2025-10-29 10:58:38.824850+00:00 [info] <0.254.0> Management plugin: using rates mode 'basic'
rabbitmq         | 2025-10-29 16:43:38.825 | 2025-10-29 10:58:38.825000+00:00 [info] <0.254.0> Running boot step recovery defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.838 | 2025-10-29 10:58:38.837772+00:00 [info] <0.254.0> Running boot step empty_db_check defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.838 | 2025-10-29 10:58:38.837865+00:00 [info] <0.254.0> Will seed default virtual host and user...
rabbitmq         | 2025-10-29 16:43:38.838 | 2025-10-29 10:58:38.837955+00:00 [info] <0.254.0> Adding vhost '/' (description: 'Default virtual host', tags: [])
rabbitmq         | 2025-10-29 16:43:38.847 | 2025-10-29 10:58:38.847538+00:00 [info] <0.649.0> Making sure data directory '/var/lib/rabbitmq/mnesia/rabbit@c53bd8a5a22f/msg_stores/vhosts/628WB79CIFDYO9LJI6DKMI09L' for vhost '/' exists
rabbitmq         | 2025-10-29 16:43:38.849 | 2025-10-29 10:58:38.848934+00:00 [info] <0.649.0> Setting segment_entry_count for vhost '/' with 0 queues to '2048'
rabbitmq         | 2025-10-29 16:43:38.857 | 2025-10-29 10:58:38.856861+00:00 [info] <0.649.0> Starting message stores for vhost '/'
rabbitmq         | 2025-10-29 16:43:38.857 | 2025-10-29 10:58:38.857031+00:00 [info] <0.658.0> Message store "628WB79CIFDYO9LJI6DKMI09L/msg_store_transient": using rabbit_msg_store_ets_index to provide index
rabbitmq         | 2025-10-29 16:43:38.858 | 2025-10-29 10:58:38.858031+00:00 [info] <0.649.0> Started message store of type transient for vhost '/'
rabbitmq         | 2025-10-29 16:43:38.858 | 2025-10-29 10:58:38.858229+00:00 [info] <0.662.0> Message store "628WB79CIFDYO9LJI6DKMI09L/msg_store_persistent": using rabbit_msg_store_ets_index to provide index
rabbitmq         | 2025-10-29 16:43:38.858 | 2025-10-29 10:58:38.858718+00:00 [warning] <0.662.0> Message store "628WB79CIFDYO9LJI6DKMI09L/msg_store_persistent": rebuilding indices from scratch
rabbitmq         | 2025-10-29 16:43:38.859 | 2025-10-29 10:58:38.859426+00:00 [info] <0.649.0> Started message store of type persistent for vhost '/'
rabbitmq         | 2025-10-29 16:43:38.859 | 2025-10-29 10:58:38.859561+00:00 [info] <0.649.0> Recovering 0 queues of type rabbit_classic_queue took 9ms
rabbitmq         | 2025-10-29 16:43:38.859 | 2025-10-29 10:58:38.859587+00:00 [info] <0.649.0> Recovering 0 queues of type rabbit_quorum_queue took 0ms
rabbitmq         | 2025-10-29 16:43:38.859 | 2025-10-29 10:58:38.859639+00:00 [info] <0.649.0> Recovering 0 queues of type rabbit_stream_queue took 0ms
rabbitmq         | 2025-10-29 16:43:38.862 | 2025-10-29 10:58:38.862170+00:00 [info] <0.254.0> Created user 'admin'
rabbitmq         | 2025-10-29 16:43:38.863 | 2025-10-29 10:58:38.863343+00:00 [info] <0.254.0> Successfully set user tags for user 'admin' to [administrator]
rabbitmq         | 2025-10-29 16:43:38.865 | 2025-10-29 10:58:38.864788+00:00 [info] <0.254.0> Successfully set permissions for user 'admin' in virtual host '/' to '.*', '.*', '.*'
rabbitmq         | 2025-10-29 16:43:38.865 | 2025-10-29 10:58:38.864921+00:00 [info] <0.254.0> Running boot step rabbit_observer_cli defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.865 | 2025-10-29 10:58:38.865036+00:00 [info] <0.254.0> Running boot step rabbit_looking_glass defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.865 | 2025-10-29 10:58:38.865065+00:00 [info] <0.254.0> Running boot step rabbit_core_metrics_gc defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.865 | 2025-10-29 10:58:38.865183+00:00 [info] <0.254.0> Running boot step background_gc defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.865 | 2025-10-29 10:58:38.865311+00:00 [info] <0.254.0> Running boot step routing_ready defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.865 | 2025-10-29 10:58:38.865343+00:00 [info] <0.254.0> Running boot step pre_flight defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.865 | 2025-10-29 10:58:38.865373+00:00 [info] <0.254.0> Running boot step notify_cluster defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.865 | 2025-10-29 10:58:38.865422+00:00 [info] <0.254.0> Running boot step networking defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.865 | 2025-10-29 10:58:38.865449+00:00 [info] <0.254.0> Running boot step rabbit_quorum_queue_periodic_membership_reconciliation defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.866 | 2025-10-29 10:58:38.865675+00:00 [info] <0.254.0> Running boot step definition_import_worker_pool defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.866 | 2025-10-29 10:58:38.865790+00:00 [info] <0.315.0> Starting worker pool 'definition_import_pool' with 8 processes in it
rabbitmq         | 2025-10-29 16:43:38.867 | 2025-10-29 10:58:38.866612+00:00 [info] <0.254.0> Running boot step cluster_name defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.867 | 2025-10-29 10:58:38.866934+00:00 [info] <0.254.0> Initialising internal cluster ID to 'rabbitmq-cluster-id-JLRbNwH1QH96wI2yK0fJsQ'
rabbitmq         | 2025-10-29 16:43:38.869 | 2025-10-29 10:58:38.868907+00:00 [info] <0.254.0> Running boot step virtual_host_reconciliation defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.869 | 2025-10-29 10:58:38.869299+00:00 [info] <0.254.0> Running boot step direct_client defined by app rabbit
rabbitmq         | 2025-10-29 16:43:38.869 | 2025-10-29 10:58:38.869491+00:00 [info] <0.254.0> Running boot step rabbit_federation_exchange defined by app rabbitmq_federation
rabbitmq         | 2025-10-29 16:43:38.870 | 2025-10-29 10:58:38.869754+00:00 [info] <0.254.0> Running boot step rabbit_management_load_definitions defined by app rabbitmq_management
rabbitmq         | 2025-10-29 16:43:38.870 | 2025-10-29 10:58:38.869898+00:00 [info] <0.703.0> Resetting node maintenance status
rabbitmq         | 2025-10-29 16:43:39.022 | 2025-10-29 10:58:39.022262+00:00 [warning] <0.732.0> Deprecated features: `management_metrics_collection`: Feature `management_metrics_collection` is deprecated.
rabbitmq         | 2025-10-29 16:43:39.022 | 2025-10-29 10:58:39.022262+00:00 [warning] <0.732.0> By default, this feature can still be used for now.
rabbitmq         | 2025-10-29 16:43:39.022 | 2025-10-29 10:58:39.022262+00:00 [warning] <0.732.0> Its use will not be permitted by default in a future minor RabbitMQ version and the feature will be removed from a future major RabbitMQ version; actual versions to be determined.
rabbitmq         | 2025-10-29 16:43:39.022 | 2025-10-29 10:58:39.022262+00:00 [warning] <0.732.0> To continue using this feature when it is not permitted by default, set the following parameter in your configuration:
rabbitmq         | 2025-10-29 16:43:39.022 | 2025-10-29 10:58:39.022262+00:00 [warning] <0.732.0>     "deprecated_features.permit.management_metrics_collection = true"
rabbitmq         | 2025-10-29 16:43:39.022 | 2025-10-29 10:58:39.022262+00:00 [warning] <0.732.0> To test RabbitMQ as if the feature was removed, set this in your configuration:
rabbitmq         | 2025-10-29 16:43:39.022 | 2025-10-29 10:58:39.022262+00:00 [warning] <0.732.0>     "deprecated_features.permit.management_metrics_collection = false"
rabbitmq         | 2025-10-29 16:43:41.261 | 2025-10-29 10:58:41.261083+00:00 [info] <0.769.0> Management plugin: HTTP (non-TLS) listener started on port 15672
rabbitmq         | 2025-10-29 16:43:41.261 | 2025-10-29 10:58:41.261209+00:00 [info] <0.799.0> Statistics database started.
rabbitmq         | 2025-10-29 16:43:41.261 | 2025-10-29 10:58:41.261284+00:00 [info] <0.798.0> Starting worker pool 'management_worker_pool' with 3 processes in it
rabbitmq         | 2025-10-29 16:43:41.271 | 2025-10-29 10:58:41.271718+00:00 [info] <0.821.0> Prometheus metrics: HTTP (non-TLS) listener started on port 15692
rabbitmq         | 2025-10-29 16:43:41.272 | 2025-10-29 10:58:41.271848+00:00 [info] <0.703.0> Ready to start client connection listeners
rabbitmq         | 2025-10-29 16:43:41.273 | 2025-10-29 10:58:41.273185+00:00 [info] <0.865.0> started TCP listener on [::]:5672
rabbitmq         | 2025-10-29 16:43:41.317 | 2025-10-29 10:58:41.317052+00:00 [info] <0.703.0> Server startup complete; 6 plugins started.
rabbitmq         | 2025-10-29 16:43:41.317 | 2025-10-29 10:58:41.317052+00:00 [info] <0.703.0>  * rabbitmq_prometheus
rabbitmq         | 2025-10-29 16:43:41.317 | 2025-10-29 10:58:41.317052+00:00 [info] <0.703.0>  * rabbitmq_federation
rabbitmq         | 2025-10-29 16:43:41.317 | 2025-10-29 10:58:41.317052+00:00 [info] <0.703.0>  * rabbitmq_delayed_message_exchange
rabbitmq         | 2025-10-29 16:43:41.317 | 2025-10-29 10:58:41.317052+00:00 [info] <0.703.0>  * rabbitmq_management
rabbitmq         | 2025-10-29 16:43:41.317 | 2025-10-29 10:58:41.317052+00:00 [info] <0.703.0>  * rabbitmq_management_agent
rabbitmq         | 2025-10-29 16:43:41.317 | 2025-10-29 10:58:41.317052+00:00 [info] <0.703.0>  * rabbitmq_web_dispatch
rabbitmq         | 2025-10-29 16:43:41.317 |  completed with 6 plugins.
rabbitmq         | 2025-10-29 16:43:41.486 | 2025-10-29 10:58:41.486288+00:00 [info] <0.9.0> Time to start RabbitMQ: 6130 ms
backend          | 2025-10-29 16:44:07.664 | 
backend          | 2025-10-29 16:44:07.664 |   .   ____          _            __ _ _
backend          | 2025-10-29 16:44:07.664 |  /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
backend          | 2025-10-29 16:44:07.665 | ( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
backend          | 2025-10-29 16:44:07.665 |  \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
backend          | 2025-10-29 16:44:07.665 |   '  |____| .__|_| |_|_| |_\__, | / / / /
backend          | 2025-10-29 16:44:07.665 |  =========|_|==============|___/=/_/_/_/
backend          | 2025-10-29 16:44:07.669 |  :: Spring Boot ::        (v2.2.6.RELEASE)
backend          | 2025-10-29 16:44:07.669 | 
backend          | 2025-10-29 16:44:07.912 | INFO 2025-10-29 18:59:07,907 [main] c.b.BrezzeCommnunicationApplication - Starting BrezzeCommnunicationApplication v1.0 on 58dc56e7cae7 with PID 1 (/app/app.jar started by appuser in /app)
backend          | 2025-10-29 16:44:07.915 | INFO 2025-10-29 18:59:07,915 [main] c.b.BrezzeCommnunicationApplication - The following profiles are active: docker
backend          | 2025-10-29 16:44:09.430 | INFO 2025-10-29 18:59:09,430 [main] o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
backend          | 2025-10-29 16:44:09.436 | INFO 2025-10-29 18:59:09,434 [main] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
backend          | 2025-10-29 16:44:09.478 | INFO 2025-10-29 18:59:09,478 [main] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 15ms. Found 0 Redis repository interfaces.
backend          | 2025-10-29 16:44:09.727 | WARN 2025-10-29 18:59:09,727 [main] o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.brezze]' package. Please check your configuration.
backend          | 2025-10-29 16:44:11.006 | INFO 2025-10-29 18:59:11,006 [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 10030 (http)
backend          | 2025-10-29 16:44:11.026 | INFO 2025-10-29 18:59:11,024 [main] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-10030"]
backend          | 2025-10-29 16:44:11.033 | INFO 2025-10-29 18:59:11,027 [main] o.a.catalina.core.StandardService - Starting service [Tomcat]
backend          | 2025-10-29 16:44:11.033 | INFO 2025-10-29 18:59:11,028 [main] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
backend          | 2025-10-29 16:44:11.132 | INFO 2025-10-29 18:59:11,131 [main] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
backend          | 2025-10-29 16:44:11.132 | INFO 2025-10-29 18:59:11,132 [main] o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3143 ms
backend          | 2025-10-29 16:44:12.737 | INFO 2025-10-29 18:59:12,737 [main] s.d.s.w.WebMvcPropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2ControllerWebMvc#getDocumentation(String, HttpServletRequest)]
backend          | 2025-10-29 16:44:12.925 | INFO 2025-10-29 18:59:12,925 [main] o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
backend          | 2025-10-29 16:44:13.123 | INFO 2025-10-29 18:59:13,122 [main] c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
backend          | 2025-10-29 16:44:13.598 | INFO 2025-10-29 18:59:13,597 [main] c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
backend          | 2025-10-29 16:44:13.807 |  _ _   |_  _ _|_. ___ _ |    _ 
backend          | 2025-10-29 16:44:13.807 | | | |\/|_)(_| | |_\  |_)||_|_\ 
backend          | 2025-10-29 16:44:13.807 |      /               |         
backend          | 2025-10-29 16:44:13.808 |                         3.4.1 
backend          | 2025-10-29 16:44:14.433 | INFO 2025-10-29 18:59:14,433 [main] s.d.s.w.p.DocumentationPluginsBootstrapper - Documentation plugins bootstrapped
backend          | 2025-10-29 16:44:14.438 | INFO 2025-10-29 18:59:14,437 [main] s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
backend          | 2025-10-29 16:44:14.485 | INFO 2025-10-29 18:59:14,484 [main] s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
backend          | 2025-10-29 16:44:14.761 | INFO 2025-10-29 18:59:14,760 [main] o.s.a.r.c.CachingConnectionFactory - Attempting to connect to: [rabbitmq:5672]
rabbitmq         | 2025-10-29 16:44:14.785 | 2025-10-29 10:59:14.781806+00:00 [info] <0.873.0> accepting AMQP connection <0.873.0> (172.20.0.5:51776 -> 172.20.0.4:5672)
rabbitmq         | 2025-10-29 16:44:14.833 | 2025-10-29 10:59:14.832947+00:00 [info] <0.873.0> connection <0.873.0> (172.20.0.5:51776 -> 172.20.0.4:5672) has a client-provided name: rabbitConnectionFactory#1863d2fe:0
rabbitmq         | 2025-10-29 16:44:14.841 | 2025-10-29 10:59:14.840992+00:00 [info] <0.873.0> connection <0.873.0> (172.20.0.5:51776 -> 172.20.0.4:5672 - rabbitConnectionFactory#1863d2fe:0): user 'admin' authenticated and granted access to vhost '/'
backend          | 2025-10-29 16:44:14.844 | INFO 2025-10-29 18:59:14,844 [main] o.s.a.r.c.CachingConnectionFactory - Created new connection: rabbitConnectionFactory#1863d2fe:0/SimpleConnection@1051817b [delegate=amqp://admin@172.20.0.4:5672/, localPort= 51776]
backend          | 2025-10-29 16:44:15.058 | INFO 2025-10-29 18:59:15,057 [main] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-10030"]
backend          | 2025-10-29 16:44:15.103 | INFO 2025-10-29 18:59:15,102 [main] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 10030 (http) with context path ''
backend          | 2025-10-29 16:44:15.107 | INFO 2025-10-29 18:59:15,107 [main] c.b.BrezzeCommnunicationApplication - Started BrezzeCommnunicationApplication in 8.391 seconds (JVM running for 9.059)
backend          | 2025-10-29 16:44:15.110 | INFO 2025-10-29 18:59:15,110 [main] c.b.s.c.iot.AliyunYbtClient - 是否开启AliyunIotYbtClient-[false]
backend          | 2025-10-29 16:44:16.243 | INFO 2025-10-29 18:59:16,242 [http-nio-10030-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
backend          | 2025-10-29 16:44:16.243 | INFO 2025-10-29 18:59:16,243 [http-nio-10030-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
backend          | 2025-10-29 16:44:16.258 | INFO 2025-10-29 18:59:16,258 [http-nio-10030-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 15 ms
backend          | 2025-10-29 16:44:16.448 | INFO 2025-10-29 18:59:16,448 [http-nio-10030-exec-1] c.b.s.communication.aop.AspectApiLog - 
backend          | 2025-10-29 16:44:16.448 | /************************************************************************************
backend          | 2025-10-29 16:44:16.448 | method: GET uri: /api/common/config/pre_auth_amount ip: [0:0:0:0:0:0:0:1]
backend          | 2025-10-29 16:44:16.448 | headers: {"host":"localhost:10030","user-agent":"curl/7.64.0","accept":"*/*"}
backend          | 2025-10-29 16:44:16.448 | queryString: 
backend          | 2025-10-29 16:44:16.448 | body: 
backend          | 2025-10-29 16:44:16.448 | response: {"code":"0","data":{"value":"1000","comment":"","keyName":"pre-auth-amount","currency":"EUR"},"message":"S-Success(0)"}
backend          | 2025-10-29 16:44:16.448 | elapsed time: [7ms] range time: [2025/10/29 18:59:16 299 - 2025/10/29 18:59:16 306]
backend          | 2025-10-29 16:44:16.448 | ************************************************************************************/
backend          | 2025-10-29 16:44:16.448 | 
web-cabinet-bind | 2025-10-29 16:44:16.785 | 2025/10/29 10:59:16 [warn] 8#8: the "user" directive makes sense only if the master process runs with super-user privileges, ignored in /etc/nginx/nginx.conf:1
web-cabinet-bind | 2025-10-29 16:44:16.785 | nginx: [warn] the "user" directive makes sense only if the master process runs with super-user privileges, ignored in /etc/nginx/nginx.conf:1
rabbitmq         | 2025-10-29 16:44:35.451 | 2025-10-29 10:59:35.449327+00:00 [notice] <0.86.0>     alarm_handler: {set,{system_memory_high_watermark,[]}}
backend          | 2025-10-29 16:44:46.575 | INFO 2025-10-29 18:59:46,575 [http-nio-10030-exec-2] c.b.s.communication.aop.AspectApiLog - 
backend          | 2025-10-29 16:44:46.575 | /************************************************************************************
backend          | 2025-10-29 16:44:46.575 | method: GET uri: /api/common/config/pre_auth_amount ip: [0:0:0:0:0:0:0:1]
backend          | 2025-10-29 16:44:46.575 | headers: {"host":"localhost:10030","user-agent":"curl/7.64.0","accept":"*/*"}
backend          | 2025-10-29 16:44:46.575 | queryString: 
backend          | 2025-10-29 16:44:46.575 | body: 
backend          | 2025-10-29 16:44:46.575 | response: {"code":"0","data":{"value":"1000","comment":"","keyName":"pre-auth-amount","currency":"EUR"},"message":"S-Success(0)"}
backend          | 2025-10-29 16:44:46.575 | elapsed time: [0ms] range time: [2025/10/29 18:59:46 574 - 2025/10/29 18:59:46 574]
backend          | 2025-10-29 16:44:46.575 | ************************************************************************************/
backend          | 2025-10-29 16:44:46.575 | 
backend          | 2025-10-29 16:45:16.636 | INFO 2025-10-29 19:00:16,636 [http-nio-10030-exec-3] c.b.s.communication.aop.AspectApiLog - 
backend          | 2025-10-29 16:45:16.636 | /************************************************************************************
backend          | 2025-10-29 16:45:16.636 | method: GET uri: /api/common/config/pre_auth_amount ip: [0:0:0:0:0:0:0:1]
backend          | 2025-10-29 16:45:16.636 | headers: {"host":"localhost:10030","user-agent":"curl/7.64.0","accept":"*/*"}
backend          | 2025-10-29 16:45:16.636 | queryString: 
backend          | 2025-10-29 16:45:16.636 | body: 
backend          | 2025-10-29 16:45:16.636 | response: {"code":"0","data":{"value":"1000","comment":"","keyName":"pre-auth-amount","currency":"EUR"},"message":"S-Success(0)"}
backend          | 2025-10-29 16:45:16.636 | elapsed time: [0ms] range time: [2025/10/29 19:00:16 635 - 2025/10/29 19:00:16 635]
backend          | 2025-10-29 16:45:16.636 | ************************************************************************************/
backend          | 2025-10-29 16:45:16.636 | 
web-test-tool    | 2025-10-29 16:45:36.686 | 2025/10/29 11:00:36 [warn] 8#8: the "user" directive makes sense only if the master process runs with super-user privileges, ignored in /etc/nginx/nginx.conf:1
web-test-tool    | 2025-10-29 16:45:36.686 | nginx: [warn] the "user" directive makes sense only if the master process runs with super-user privileges, ignored in /etc/nginx/nginx.conf:1
backend          | 2025-10-29 16:45:46.713 | INFO 2025-10-29 19:00:46,713 [http-nio-10030-exec-4] c.b.s.communication.aop.AspectApiLog - 
backend          | 2025-10-29 16:45:46.714 | /************************************************************************************
backend          | 2025-10-29 16:45:46.714 | method: GET uri: /api/common/config/pre_auth_amount ip: [0:0:0:0:0:0:0:1]
backend          | 2025-10-29 16:45:46.714 | headers: {"host":"localhost:10030","user-agent":"curl/7.64.0","accept":"*/*"}
backend          | 2025-10-29 16:45:46.714 | queryString: 
backend          | 2025-10-29 16:45:46.714 | body: 
backend          | 2025-10-29 16:45:46.714 | response: {"code":"0","data":{"value":"1000","comment":"","keyName":"pre-auth-amount","currency":"EUR"},"message":"S-Success(0)"}
backend          | 2025-10-29 16:45:46.714 | elapsed time: [0ms] range time: [2025/10/29 19:00:46 712 - 2025/10/29 19:00:46 712]
backend          | 2025-10-29 16:45:46.714 | ************************************************************************************/
backend          | 2025-10-29 16:45:46.714 | 
